family,n,instance,seed,m,ar_uniform,ar_balanced,ceil_p1,ar_samp_p1,ar_exact_p1,ceil_p3,ar_samp_p3,ar_exact_p3,sum_leakage_p3,overlap_p3,distance_p3
WS(k=4;b=0.1),16,1,20312212,32,0.6666666666666666,0.7111111111111111,0.8281360027071837,0.7973227456706864,0.7973227456706864,0.9060929163879666,0.8468227556932275,0.8272292483471428,0.41121216888596945,0.9099271293662372,0.34419054422347306
WS(k=4;b=0.1),16,2,20312213,32,0.64,0.6826666666666666,0.8097084727223742,0.7634141829766338,0.7634141829766338,0.908073494985986,0.8082419766760232,0.8082419766760232,0.3078782074250582,0.9475124399781844,0.26580363479308855
WS(k=4;b=0.1),16,3,20312214,32,0.6666666666666666,0.7111111111111111,0.8253460654460291,0.7840631358455425,0.7963419659703765,0.8929424201018925,0.8025341424052592,0.8241356740346735,0.21157120306375143,0.9706949591401186,0.20739252503364466
WS(k=4;b=0.1),16,4,20312215,32,0.64,0.6826666666666666,0.8064579840388209,0.7698443363744333,0.7698443363744333,0.889830222941569,0.8042642100768376,0.8042642100768376,0.28403106259466704,0.9548148335501673,0.2472555179419633
WS(k=4;b=0.1),16,5,20312216,32,0.6666666666666666,0.7111111111111111,0.8309574218054578,0.7907069907121663,0.7984701299425231,0.8989418332330352,0.8238217865948823,0.8290128090449095,0.25526814983440144,0.9589096227675646,0.24313773118330254
WS(k=4;b=0.1),16,6,20312217,32,0.6666666666666666,0.7111111111111111,0.8255680756713412,0.8008571165296209,0.7962899681555807,0.8987579280690129,0.8438118671547373,0.8247142072617546,0.4425856012352108,0.9522232650461468,0.1689090685388937
WS(k=4;b=0.1),16,7,20312218,32,0.64,0.6826666666666666,0.809692508474952,0.7768240107969574,0.77076233473571,0.9015362359224345,0.8291354822756741,0.807438251357471,0.4349281146582954,0.9023808896366045,0.35639539875604653
WS(k=4;b=0.1),16,8,20312219,32,0.6666666666666666,0.7111111111111111,0.8275170773641779,0.7745414198973414,0.7972325131223474,0.8994422736749961,0.8103377493074202,0.8264580535953877,0.3537041562995321,0.9622003337618067,0.17351112581986464
WS(k=4;b=0.1),16,9,20312220,32,0.6666666666666666,0.7111111111111111,0.8284008965879237,0.8154171301327365,0.7974379385070636,0.896336787999148,0.856611853327589,0.8268032033021804,0.519675691353432,0.8638150722084705,0.41685652646451854
WS(k=4;b=0.1),16,10,20312221,32,0.6666666666666666,0.7111111111111111,0.8384371470278404,0.7956444484292585,0.8013386419282593,0.9250642839452086,0.8373410741950038,0.8373410741950038,0.2832439273054513,0.9554867555365062,0.24495910911707103
WS(k=4;b=0.1),16,11,20312222,32,0.6666666666666666,0.7111111111111111,0.8276360026731236,0.7687214507642177,0.7972589394460919,0.9003896696941084,0.8108017174813867,0.826306044583648,0.36561052979870445,0.9569404722357691,0.19203864068538395
WS(k=4;b=0.1),16,12,20312223,32,0.6666666666666666,0.7111111111111111,0.8307169341890623,0.7906280107085434,0.7983565811702031,0.9078226766966982,0.8239360250819194,0.8293802419424435,0.26761985709387587,0.9550932073320699,0.25388089651277546
WS(k=4;b=0.1),16,13,20312224,32,0.6666666666666666,0.7111111111111111,0.836363365133777,0.8261031890602513,0.8006513833127556,0.91629271458629,0.8663556709145567,0.8346680503534345,0.5738375487157445,0.8272903570474068,0.47702985066090514
WS(k=4;b=0.1),16,14,20312225,32,0.64,0.6826666666666666,0.7977584675512154,0.7721201630994088,0.766533109127933,0.8750437055458795,0.8156613771257654,0.7965308875323561,0.4228145434896612,0.9050917080030867,0.3530978055723338
WS(k=4;b=0.1),16,15,20312226,32,0.6666666666666666,0.7111111111111111,0.8273546767306693,0.7894397043115324,0.7971267588479263,0.8945162019801046,0.8216553163734518,0.826520460386141,0.263022908371925,0.9563718189543351,0.250484219456098
WS(k=4;b=0.1),16,16,20312227,32,0.64,0.6826666666666666,0.8055481355520042,0.7697241995612155,0.7697241995612155,0.883338387482837,0.7967789792632377,0.8034450804946419,0.26442258345092906,0.9561454022343039,0.25099606704198385
WS(k=4;b=0.1),16,17,20312228,32,0.6666666666666666,0.7111111111111111,0.8337510679848098,0.8185237182020346,0.7996166968185084,0.9127991340256861,0.8625880883252771,0.8320043727921833,0.5673456986603449,0.8310968175288581,0.47166865736481167
WS(k=4;b=0.1),16,18,20312229,32,0.64,0.6826666666666666,0.8090519026507033,0.7817009110542179,0.7632961331079877,0.9001414645803442,0.8279058790803017,0.8076060953889166,0.4594342237160104,0.8827452305791239,0.398285866743873
WS(k=4;b=0.1),16,19,20312230,32,0.6666666666666666,0.7111111111111111,0.8342248761628533,0.8103606378234706,0.7996792806370762,0.9115920413388668,0.843245229183398,0.8322417577641473,0.40718630150489477,0.8975541865351232,0.3821504672959819
WS(k=4;b=0.1),16,20,20312231,32,0.6666666666666666,0.7111111111111111,0.8341610790305124,0.7933798664643996,0.7997595383846566,0.9112959617753699,0.8472929885702315,0.8321139663904112,0.42460171295131216,0.9582162054748864,0.14661940088922853
